,High,ISIN,Last,Last Date/Time,Low,Market,Name,Open,Symbol,Ticker,Time Zone,Trading Currency,Turnover,Volume,City,sector,industry,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
845,1.198,NO0010284318,1.138,13/08/2021 16:25,1.06,B?rs,INTEROIL EXPL PROD,1.17,IOX,IOX.OL,CET,NOK,3297247.612,3038373,Oslo,Energy,Oil & Gas E&P,-0.11736,-1.73444,-0.112,-0.88041997,-0.12465,sell,5.0,,0.009,0.328,OSL,2.764309,-238.628,28.007,-0.019,,89.0,2021-03-31,https://logo.clearbit.com/interoil.no
846,63.2,FR0004024222,63,13/08/2021 17:35,61.8,Euronext,INTERPARFUMS,61.8,ITP,ITP.PA,CET,EUR,478168,7622,Paris,Consumer Defensive,Household & Personal Products,0.19143999,0.13628,0.912,0.20657,0.09392,none,,28.823,3.879,2.502,PAR,1.031927,31.838,6.095,9.508,4.136,55.6,2021-06-30,https://logo.clearbit.com/interparfums.fr
847,13.9,NL0010937058,13.8,13/08/2021 17:35,13.68,Euronext,INTERTRUST,13.9,INTER,INTER.AS,CET,EUR,831869.52,60442,Amsterdam,Financial Services,Asset Management,0.30925,0.11165,0.028,0.20762,0.03494,none,,120.758,1.538,1.355,AMS,0.77651,11.549,3.571,9.012,,7.6025643,2021-06-30,https://logo.clearbit.com/intertrustgroup.com
848,26.4,BE0003746600,26.2,13/08/2021 17:35,25.8,Euronext,INTERVEST OFF-WARE,26,INTO,INTO.BR,CET,EUR,422148.8,16167,Brussels,Real Estate,REIT—Diversified,0.61817,1.1822,0.078,0.60728,0.02318,none,,81.282,0.142,0.178,BRU,0.299315,28.492,17.613,21.459,6.934,,2021-06-30,https://logo.clearbit.com/intervest.be
849,2.9,FR0000064958,2.9,10/08/2021 16:30,2.9,Euronext,INTEXA,2.9,ITXT,ITXT.PA,CET,EUR,2.9,1,Paris,Consumer Cyclical,Apparel Manufacturing,0.68571,0.35356998,0.023,0.41429,0.02094,none,,1.324,2.479,37.029,PAR,0.201768,7.617,5.223,3.359,0.262,,2020-12-31,https://logo.clearbit.com/intexa.fr
850,0.6575,FR0011179886,0.6575,13/08/2021 17:35,0.641,Euronext Growth,INTRASENSE,0.646,ALINS,ALINS.PA,CET,EUR,207615.0195,320029,Paris,Healthcare,Health Information Services,0.0,-0.20459,-0.26,-0.18221001,-0.07413,none,,105.06,,1.819,PAR,-0.599326,,,0.158,,-11.820001,2020-12-31,https://logo.clearbit.com/intrasense.fr
851,9.4,FR0013233012,9.3,13/08/2021 17:35,9.1,Euronext,INVENTIVA,9.4,IVA,IVA.PA,CET,EUR,261533.82,28364,Paris,Healthcare,Biotechnology,0.0,0.0,-0.761,-7.8695,-0.22641,none,,9.863,2.815,7.501,PAR,0.912998,-8.693,66.849,2.88,,,2021-03-31,https://logo.clearbit.com/inventivapharma.com
852,18.5,BE0974299316,18.5,13/08/2021 15:56,18.3,Euronext Growth,INVIBES ADVERTSING,18.3,ALINV,ALINV.PA,CET,EUR,20506.2,1113,Paris,Communication Services,Advertising Agencies,0.057589997,0.022030002,0.292,0.04571,0.02132,none,,74.26,2.361,1.628,PAR,-0.094026,52.113,3.001,2.599,-0.259,,2020-12-31,https://logo.clearbit.com/invibes.com
853,0.21,BE6200101556,0.21,12/08/2021 16:30,0.21,Euronext Access,IOC HOLDING,0.21,MLIOC,MLIOC.PA,CET,EUR,474.6,2260,Paris,Communication Services,Advertising Agencies,0.0,0.0,,0.0,,none,,,,,PAR,,,,,,,No info,https://logo.clearbit.com/iocommunication.com
854,-,ES0105417002,-,-,-,Euronext Access,IPOSA PROPERTIES,-,MLIPO,MLIPO.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
855,86.94,FR0010259150,80.5,13/08/2021 17:35,80.26,Euronext,IPSEN,86.5,IPN,IPN.PA,CET,EUR,24786286.96,302533,Paris,Healthcare,Drug Manufacturers—Specialty & Generic,0.3465,0.22553,0.082,0.29665002,0.11838,none,,44.99,8.903,1.319,PAR,0.986531,8.085,2.801,25.617,0.37,11.775568,2021-06-30,https://logo.clearbit.com/ipsen.com
856,40.4,FR0000073298,40.4,13/08/2021 17:35,39.55,Euronext,IPSOS,39.55,IPS,IPS.PA,CET,EUR,1283785.4,31964,Paris,Communication Services,Advertising Agencies,0.09875,0.05959,-0.044,0.08643,0.038599998,none,,63.02,4.901,1.201,PAR,1.34273,11.197,1.106,25.051,0.258,15.935115,2020-12-31,https://logo.clearbit.com/ipsos.com
857,4.48,IE00BLP58571,4.47,13/08/2021 21:00,4.465,Euronext,IRISH CONT. GP.,4.465,IR5B,IR5B.IR,IST,EUR,83673.325,18738,Dublin,Industrials,Marine Shipping,0.11151,-0.068569995,-0.232,0.00577,0.00171,none,,89.846,0.804,1.179,ISE,,30.218,3.37,1.422,,,2020-12-31,https://logo.clearbit.com/icg.ie
858,1.6,IE00BJ34P519,1.586,13/08/2021 21:02,1.56,Euronext,IRISH RES. PROP.,1.6,IRES,IRES.IR,IST,EUR,574847.93,362347,Dublin,Real Estate,REIT—Residential,0.66232,1.25682,0.055,0.66525,0.0221,none,,71.967,0.027,0.702,ISE,0.59179,28.296,18.741,1.603,,,2021-06-30,https://logo.clearbit.com/iresreit.ie
859,24.4,FR0000072597,24,13/08/2021 17:25,23.6,Euronext Growth,IT LINK,24.3,ALITL,ALITL.PA,CET,EUR,44545.1,1854,Paris,Technology,Information Technology Services,0.0777,0.03739,-0.067,0.0686,0.05074,none,,82.325,7.081,1.527,PAR,1.467226,10.282,0.799,10.327,0.018,,2020-12-31,https://logo.clearbit.com/itlink.fr
860,10,IT0005336521,10,30/07/2021 16:30,10,Euronext Access,ITALY INNOVAZIONI,10,MLITN,MLITN.PA,CET,EUR,150,15,Paris,Industrials,Electrical Equipment & Parts,0.0,0.0,,-31.39338,-0.05876,none,,,,8.291,PAR,-0.7323,,,,,,No info,https://logo.clearbit.com/italyinnovazioni.com
861,15.75,NO0010001118,15.6,13/08/2021 16:25,15.45,B?rs,ITERA,15.5,ITERA,ITERA.OL,CET,NOK,227843.6,14626,Oslo,Technology,Information Technology Services,0.10985,0.075679995,-0.026,0.10105,0.15925,none,,70.849,0.509,0.892,OSL,0.717523,16.774,1.843,0.602,-0.143,,2021-03-31,https://logo.clearbit.com/itera.no
862,3.4,FR0004026151,3.4,13/08/2021 09:00,3.4,Euronext,ITESOFT,3.4,ITE,ITE.PA,CET,EUR,3.4,1,Paris,Technology,Software—Infrastructure,0.029830001,-0.028239999,-0.118,0.01116,0.00415,none,,135.301,2.327,1.395,PAR,0.517412,31.723,0.946,1.516,,10.999999,2020-12-31,https://logo.clearbit.com/itesoft.com
863,10.3,FR0010082305,10.3,21/07/2020 12:44,10.3,Euronext Growth,IVALIS,10.3,ALIVA,ALIVA.PA,CET,EUR,607.7,59,Paris,Industrials,Specialty Business Services,0.03056,-0.00504,-0.261,0.00177,0.00333,none,,,5.304,1.172,PAR,0.103924,8.506,0.26,-1.206,,,2020-09-30,https://logo.clearbit.com/ivalisgroup.com
864,17.56,PTJMT0AE0001,17.545,13/08/2021 21:35,17.42,Euronext,"J.MARTINS,SGPS",17.5,JMT,JMT.LS,BST,EUR,3434690.675,196077,Lisbon,Consumer Defensive,Food Distribution,0.05978,0.01984,0.112,0.03864,0.051810004,none,,125.146,1.486,0.284,LIS,0.4122,11.426,0.683,3.261,0.853,24.83803,2021-06-30,https://logo.clearbit.com/jeronimomartins.com
865,11.6,FR0012872141,11.6,13/08/2021 14:18,11.15,Euronext,JACQUES BOGART,11.3,JBOG,JBOG.PA,CET,EUR,16539.55,1457,Paris,Consumer Defensive,Household & Personal Products,-0.0058099995,0.01043,-0.219,-0.040570002,-0.01422,none,,194.721,5.905,0.701,PAR,1.131564,-220.305,1.281,6.637,0.171,16.567163,2020-12-31,https://logo.clearbit.com/groupe-bogart.com
866,21.4,FR0000033904,20.8,13/08/2021 17:35,20.75,Euronext,JACQUET METALS,21.4,JCQ,JCQ.PA,CET,EUR,154475.05,7391,Paris,Basic Materials,Steel,0.066199996,0.044310004,0.569,0.061350003,0.0454,none,,113.355,13.85,1.124,PAR,1.480045,6.447,0.427,17.143,,7.413194,2021-06-30,https://logo.clearbit.com/corporate.jacquetmetals.com
867,22.62,FR0000077919,22.62,13/08/2021 17:36,22.32,Euronext,JC DECAUX SA.,22.32,DEC,DEC.PA,CET,EUR,849721.74,37675,Paris,Communication Services,Advertising Agencies,0.08562,-0.24040002,0.027,-0.07391,-0.00984,none,,424.753,6.246,0.862,PAR,1.86602,54.972,4.707,7.496,,21.01961,2021-06-30,https://logo.clearbit.com/jcdecaux.com
868,29.48,NL0014332678,29.32,13/08/2021 17:35,29.16,Euronext,JDE PEET'S,29.16,JDEP,JDEP.AS,CET,EUR,5766831.9,196629,Amsterdam,Consumer Defensive,Packaged Foods,0.20618,0.08562,0.044,0.16239001,0.03204,none,,49.416,1.153,0.342,AMS,,13.368,2.756,20.416,12.643,,2021-06-30,https://logo.clearbit.com/jdepeets.com
869,31.5,BE0003858751,30.4,13/08/2021 17:35,30.4,Euronext,JENSEN-GROUP,31.5,JEN,JEN.BR,CET,EUR,86741.9,2809,Brussels,Industrials,Specialty Industrial Machinery,0.06837,0.031,-0.255,0.05054,0.02791,none,,41.147,9.052,2.075,BRU,1.115533,13.12,0.897,17.572,0.557,,2020-12-31,https://logo.clearbit.com/jensen-group.com
870,12.9,BMG5137R1088,12.75,13/08/2021 16:29,11.1,B?rs,JINHUI SHIPP TRANS,11.25,JIN,JIN.OL,CET,NOK,20736505.1,1688819,Oslo,Industrials,Marine Shipping,0.026099999,-0.32369998,-0.235,-0.29580998,-0.022550002,none,,45.302,0.672,1.131,OSL,0.311738,795.83,20.775,2.189,0.337,69.04762,2020-12-31,https://logo.clearbit.com/jinhuiship.com
871,0.9,FR0010680033,0.9,13/08/2021 16:30,0.9,Euronext Access,JSA TECHNOLOGY,0.9,MLJSA,MLJSA.PA,CET,EUR,45,50,Paris,Basic Materials,Oil & Gas Equipment & Services,0.27236998,0.23386,,0.25163,0.14712,none,,,,1.412,PAR,-132.58264,3.038,0.827,-0.104,,,No info,https://logo.clearbit.com/jsatechnology.net
872,73.14,NL0012015705,72.74,13/08/2021 17:38,71.48,Euronext,JUST EAT TAKEAWAY,71.69,TKWY,TKWY.AS,CET,EUR,63574720.63,878334,Amsterdam,Consumer Cyclical,Internet Retail,0.00857,-0.07395,4.768,-0.05069,-0.0107700005,none,,6.703,3.603,0.942,AMS,0.26884,637.896,5.467,57.133,,277.08,2020-12-31,https://logo.clearbit.com/justeattakeaway.com
873,178,NO0010359433,178,13/08/2021 15:52,174,B?rs,JÆREN SPAREBANK,177,JAREN,JAREN.OL,CET,NOK,156821,889,Oslo,Financial Services,Banks—Regional,0.0,0.35458001,0.296,0.47589,0.00818,none,,,19.171,,OSL,0.328358,,12.19,385.523,0.845,,2021-03-31,https://logo.clearbit.com/jaerensparebank.no
874,40.16,NO0010823131,38.94,13/08/2021 16:25,38.84,B?rs,KAHOOT!,39.8,KAHOT,KAHOT.OL,CET,NOK,27281105.6,695480,Oslo,Technology,Software—Application,-0.38551998,-0.85377,2.973,-0.44012,,none,,1.063,0.566,3.395,OSL,0.169445,-1582.124,609.94,0.644,,,2021-03-31,https://logo.clearbit.com/kahoot.com
875,35,NO0010874597,33.2,13/08/2021 16:25,33,Euronext Growth,KALERA,34.4,KAL,KAL.OL,CET,NOK,8289829.45,245804,Oslo,Consumer Defensive,Farm Products,0.0,0.0,15.143,-10.22284,,none,,18.373,0.665,20.433,OSL,,-361.025,3534.624,0.895,,,2021-03-31,https://logo.clearbit.com/kalera.com
876,37.7,FR0010722819,37.1,13/08/2021 17:35,36.9,Euronext Growth,KALRAY,37.7,ALKAL,ALKAL.PA,CET,EUR,169079,4533,Paris,Technology,Semiconductors,-1.3006301,-1.3722701,0.221,-1.7046001,-0.20701,none,,41.63,3.747,3.387,PAR,1.375598,-16.367,21.287,5.801,,,2020-12-31,https://logo.clearbit.com/kalrayinc.com
877,38.45,FR0004007813,38.25,13/08/2021 17:35,38,Euronext,KAUFMAN ET BROAD,38,KOF,KOF.PA,CET,EUR,297628.95,7779,Paris,Consumer Cyclical,Residential Construction,0.087069996,0.04388,2.731,0.082229994,0.04921,none,,66.509,9.281,0.842,PAR,0.968643,6.746,0.587,12.63,,10.535212,2021-05-31,https://logo.clearbit.com/kaufmanbroad.fr
878,71.68,BE0003565737,71.44,13/08/2021 17:35,70.54,Euronext,KBC,70.6,KBC,KBC.BR,CET,EUR,16162294.96,226505,Brussels,Financial Services,Banks—Regional,0.0,0.29558,0.479,0.39051998,0.0061299996,none,,,224.317,,BRU,1.629629,,-4.342,53.442,,12.006862,2021-03-31,https://logo.clearbit.com/kbc.com
879,40.44,BE0003867844,40.3,13/08/2021 17:35,40,Euronext,KBC ANCORA,40.1,KBCA,KBCA.BR,CET,EUR,2440218.88,60712,Brussels,Financial Services,Asset Management,0.0,0.97032,,0.99563,0.09969,none,,7.32,,,BRU,1.832383,,6.246,35.729,,,2021-06-30,https://logo.clearbit.com/kbcancora.be
880,22.1,NL0000852531,22.1,13/08/2021 17:35,21.8,Euronext,KENDRION,22,KENDR,KENDR.AS,CET,EUR,95979.55,4370,Amsterdam,Consumer Cyclical,Auto Parts,0.109,0.0179,0.051,0.04797,0.026199998,none,,58.596,0.997,0.908,AMS,1.411829,10.205,1.112,14.393,0.967,9.40171,2021-03-31,https://logo.clearbit.com/kendrion.com
881,5.1,IE00BDC5DG00,5.1,13/08/2021 15:33,5.1,Euronext,KENMARE RESOURCES,5.1,KMR,KMR.IR,IST,EUR,4778.7,937,Dublin,Basic Materials,Other Industrial Metals & Mining,0.31052,0.068670005,-0.144,0.13838,0.01943,none,,16.564,0.795,1.998,ISE,0.439469,8.285,2.573,8.206,-0.822,,2020-12-31,https://logo.clearbit.com/kenmareresources.com
882,798,FR0000121485,788.9,13/08/2021 17:36,788.2,Euronext,KERING,795,KER,KER.PA,CET,EUR,73420998.8,92751,Paris,Consumer Cyclical,Luxury Goods,0.31671,0.21287,0.496,0.28028,0.098409995,none,,76.894,38.419,0.866,PAR,0.960718,20.781,6.582,94.626,4.426,,2021-06-30,https://logo.clearbit.com/kering.com
883,5.53,FR0013156007,5.48,13/08/2021 17:35,5.23,Euronext Growth,KERLINK,5.25,ALKLK,ALKLK.PA,CET,EUR,67165.65,12369,Paris,Technology,Software—Infrastructure,-0.46583998,-0.51198,-0.024,-0.56071,,none,,,,,PAR,2.300165,,,1.888,,,2020-12-31,https://logo.clearbit.com/kerlink.com
884,123.7,IE0004906560,123.25,13/08/2021 21:10,122.6,Euronext,KERRY GROUP PLC,123.3,KRZ,KRZ.IR,IST,EUR,19131074,155271,Dublin,Consumer Defensive,Packaged Foods,0.13366,0.07969,-0.036,0.10366,0.04755,none,,55.635,3.187,0.946,ISE,0.402432,24.577,3.285,26.347,0.042,,2020-12-31,https://logo.clearbit.com/kerrygroup.com
885,3.13,FR0004029411,3.03,13/08/2021 15:06,3.03,Euronext Growth,KEYRUS,3.05,ALKEY,ALKEY.PA,CET,EUR,54939.96,17776,Paris,Technology,Information Technology Services,0.04182,0.0029699998,-0.1,0.02996,0.01602,none,,248.31,3.896,0.883,PAR,1.525813,9.799,0.41,2.794,0.389,3.1619048,2020-12-31,https://logo.clearbit.com/keyrus.com
886,0.97,BE0003880979,0.97,12/08/2021 16:06,0.97,Euronext,KEYWARE TECH.,0.97,KEYW,KEYW.BR,CET,EUR,1309.5,1350,Brussels,Technology,Software—Infrastructure,0.03619,0.00509,-0.416,-0.023610001,-0.005,none,,10.503,0.069,2.05,BRU,0.796019,48.887,1.769,1.21,,,2020-12-31,https://logo.clearbit.com/keyware.com
887,117.4,NO0010743545,115.6,13/08/2021 16:25,115.2,B?rs,KID,116.6,KID,KID.OL,CET,NOK,2843697,24494,Oslo,Consumer Cyclical,Specialty Retail,0.19445999,0.121070005,0.024,0.17332001,0.103190005,none,,124.135,1.494,0.156,OSL,0.895061,10.452,2.032,30.015,0.028,32.360744,2021-06-30,https://logo.clearbit.com/kid.no
888,45.68,BE0974274061,45.06,13/08/2021 17:35,44.8,Euronext,KINEPOLIS GROUP,45.36,KIN,KIN.BR,CET,EUR,1251613.94,27697,Brussels,Communication Services,Entertainment,-0.15377,-0.39073002,-0.797,-0.45328,-0.04073,none,,743.337,1.228,0.349,BRU,2.087542,-78.141,12.016,4.705,,,2020-12-31,https://logo.clearbit.com/kinepolis.com
889,95.82,IE0004927939,94.74,13/08/2021 21:00,94.64,Euronext,KINGSPAN GROUP PLC,95.48,KRX,KRX.IR,IST,EUR,8026178.844,84557,Dublin,Industrials,Building Products & Equipment,0.13182001,0.08164,0.036,0.107080005,0.0636,none,,70.925,7.328,1.743,ISE,0.482587,25.198,3.322,12.939,0.145,,2020-12-31,https://logo.clearbit.com/kingspan.com
890,19.4,NO0003079709,19.3,13/08/2021 16:25,19.1,B?rs,KITRON,19.4,KIT,KIT.OL,CET,NOK,4590258.56,239244,Oslo,Industrials,Electrical Equipment & Parts,0.100039996,0.0539,0.068,0.081149995,0.07596,none,,91.625,0.924,0.982,OSL,0.950719,10.518,1.052,5.097,0.094,24.289473,2021-03-31,https://logo.clearbit.com/kitron.com
891,0.1426,FR0013374667,0.137,13/08/2021 15:17,0.1358,Euronext Growth,KKO INTERNATIONAL,0.139,ALKKO,ALKKO.PA,CET,EUR,37396.1512,268716,Paris,Consumer Defensive,Farm Products,0.0,0.0,-0.18,-5.2292104,-0.08934,none,,,,0.273,PAR,-0.471752,,,0.15,,,2020-12-31,https://logo.clearbit.com/kko-international.com
892,2.81,FR0011038348,2.685,13/08/2021 17:35,2.61,Euronext Growth,KLARSEN,2.71,ALKLA,ALKLA.PA,CET,EUR,259965.935,95388,Paris,,,0.15963,0.09273,0.328,0.118140005,0.02763,none,,,0.172,1.184,PAR,2.542087,41.055,6.554,,,,2020-12-31,https://logo.clearbit.com/klarsen.com
893,43.4,NO0010833262,43,13/08/2021 15:30,41.4,Euronext Expand,KLAVENESS COMBINAT,42,KCC,KCC.OL,CET,NOK,634540.4,14870,Oslo,Industrials,Marine Shipping,0.25717,0.024300002,0.149,0.108710006,0.01986,none,,198.959,0.625,0.436,OSL,0.894374,65.086,16.738,4.139,-0.586,,2021-06-30,https://logo.clearbit.com/combinationcarriers.com
894,21.38,FR0000121964,21.15,13/08/2021 17:36,20.94,Euronext,KLEPIERRE,21,LI,LI.PA,CET,EUR,9290115.33,438328,Paris,Real Estate,REIT—Retail,0.60427,-0.40395,-0.104,0.46949002,0.01604,none,,96.252,0.666,0.168,PAR,2.00228,22.491,13.59,28.687,,7.2415724,2021-06-30,https://logo.clearbit.com/klepierre.com
895,0.6,GB00B19RTX44,0.6,09/07/2021 16:54,0.6,Euronext Growth,KLIMVEST,0.6,ALSIM,ALSIM.PA,CET,EUR,4620,7700,Paris,Technology,Software—Application,0.0,0.0,,0.0,-0.01976,none,,,0.503,79.359,PAR,0.52717,,,1.019,,,2019-12-31,https://logo.clearbit.com/klimvest.com
896,7.62,NO0010360175,7.62,13/08/2021 15:30,7.4,B?rs,KMC PROPERTIES,7.62,KMCP,KMCP.OL,CET,NOK,20472,2700,Oslo,Real Estate,Real Estate Services,0.60138,6.24202,,0.60103,,none,,146.295,0.518,1.401,OSL,,94.923,57.085,5.209,,,2020-12-31,https://logo.clearbit.com/kmcp.no
897,59.8,NO0011016040,57.25,13/08/2021 16:25,57.25,B?rs,KOMPLETT,59.6,KOMPL,KOMPL.OL,CET,NOK,1653435.3,28107,Oslo,Consumer Cyclical,Internet Retail,0.02434,0.0043099998,0.037,0.01318,0.02308,none,,3.307,1.623,0.979,OSL,,9.879,0.24,51.601,0.791,,2011-09-30,https://logo.clearbit.com/komplettgroup.com
898,8.75,NO0010694029,8.26,13/08/2021 16:25,8.2,B?rs,KOMPLETT BANK,8.75,KOMP,KOMP.OL,CET,NOK,12499734.6,1499242,Oslo,Financial Services,Banks—Regional,0.0,0.36668998,0.167,0.49023,0.02506,none,,,6.11,,OSL,1.921436,,0.672,12.405,0.366,2.9999998,2021-03-31,https://logo.clearbit.com/komplettbank.no
899,2.38,ES0105425005,2.38,19/07/2021 14:23,2.38,Euronext Growth,KOMPUESTOS,2.38,ALKOM,ALKOM.PA,CET,EUR,2.38,1,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
900,2.73,NO0003033102,2.695,13/08/2021 16:28,2.691,B?rs,KONGSBERG AUTOMOT,2.723,KOA,KOA.OL,CET,NOK,10995670.6,4066378,Oslo,Consumer Cyclical,Auto Parts,0.06455,-0.090500005,0.155,0.03218,0.02181,none,,141.19,0.048,1.365,OSL,1.775013,67.746,4.373,0.23,,1.768,2021-03-31,https://logo.clearbit.com/kongsbergautomotive.com
901,252.4,NO0003043309,250.8,13/08/2021 16:28,249.6,B?rs,KONGSBERG GRUPPEN,250,KOG,KOG.OL,CET,NOK,10493487.8,41873,Oslo,Industrials,Aerospace & Defense,0.124469995,0.07389,0.13,0.096590005,0.04083,none,,39.525,32.721,0.996,OSL,0.485409,13.543,1.686,74.87,0.977,33.504272,2021-06-30,https://logo.clearbit.com/kongsberg.com
902,31.2,FR0010386334,31.2,13/08/2021 17:35,30.6,Euronext,KORIAN,30.78,KORI,KORI.PA,CET,EUR,2038588.58,65793,Paris,Healthcare,Medical Care Facilities,0.04755,0.0155,0.092,0.04749,0.00914,none,,219.847,9.546,0.668,PAR,0.792474,55.606,2.644,30.062,2.097,21.641378,2021-06-30,https://logo.clearbit.com/korian.com
903,2.747,NL0000009082,2.744,13/08/2021 17:35,2.7,Euronext,KPN KON,2.714,KPN,KPN.AS,CET,EUR,27642648.81,10104630,Amsterdam,Communication Services,Telecom Services,0.39380002,0.23677,0.001,0.19014,0.051149998,none,,226.549,0.194,0.594,AMS,0.358608,8.456,3.33,0.624,4.882,21.123077,2021-06-30,https://logo.clearbit.com/kpn.com
904,12.6,NO0010815103,12.2,13/08/2021 16:27,12.2,Euronext Growth,KRAFT BANK,12.2,KRAB,KRAB.OL,CET,NOK,189779.486,15349,Oslo,Financial Services,Banks—Regional,0.0,0.34723,0.641,0.46300998,0.01726,none,,,1.542,,OSL,1.376114,,4.976,7.816,1.282,,2021-03-31,https://logo.clearbit.com/kraftbank.no
905,12.3,ES0105536009,12.3,12/08/2021 20:30,12.3,Euronext Access,KTESIOS REAL ESTAT,12.3,MLKTS,MLKTS.LS,BST,EUR,2398.5,195,Lisbon,,,0.0,0.0,,0.0,,none,,,,,LIS,,,,,,,No info,https://logo.clearbit.com/ktesios-socimi.es
906,15.4,FR0013419876,14.5,13/08/2021 17:36,12.8,Euronext Growth,KUMULUS VAPE,12.8,ALVAP,ALVAP.PA,CET,EUR,601319.2,42293,Paris,Consumer Cyclical,Internet Retail,0.0,0.03672,1.231,0.05086,,none,,,,,PAR,2.31304,,,,18.178,,2020-12-31,https://logo.clearbit.com/kumulusvape.fr
907,-,FR0014001KF0,-,-,-,Euronext Growth,KUMULUSBSA2020,-,VAPBS,VAPBS.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
908,34,NO0010936750,33.105,13/08/2021 15:47,32.105,Euronext Growth,KYOTO GROUP,34,KYOTO,KYOTO.OL,CET,NOK,267578.49,8051,Oslo,Industrials,Specialty Industrial Machinery,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/kyoto.group
909,405,FR0000120321,403.1,13/08/2021 17:35,402.8,Euronext,L'OREAL,404.65,OR,OR.PA,CET,EUR,112147910.8,277968,Paris,Consumer Defensive,Household & Personal Products,0.23669,0.13627,0.162,0.1935,0.081099994,none,,8.272,8.651,0.789,PAR,0.498316,30.821,7.295,51.785,0.296,50.38765,2021-06-30,https://logo.clearbit.com/loreal.com
910,3.54,NL0012191662,3.54,13/08/2021 09:00,3.54,Euronext Growth,LA PERLA FASHION,3.54,ALPER,ALPER.PA,CET,EUR,3.54,1,Paris,Consumer Cyclical,Apparel Manufacturing,-0.8134,-1.17554,-0.317,-0.89211,,none,,,0.055,0.239,PAR,,-10.599,8.621,-1.363,,,2020-06-30,https://logo.clearbit.com/laperlafashionholding.com
911,41.5,FR0000066607,41,13/08/2021 17:35,40.4,Euronext,LACROIX GROUP,41.2,LACR,LACR.PA,CET,EUR,13618.3,332,Paris,Technology,Scientific & Technical Instruments,0.0546,0.01944,-0.001,0.03539,,none,,76.819,8.296,0.935,PAR,1.113355,7.981,0.436,26.743,-0.434,26.219513,2020-03-31,https://logo.clearbit.com/lacroix-group.com
912,23,FR0000130213,22.88,13/08/2021 17:35,22.72,Euronext,LAGARDERE SA,22.82,MMB,MMB.PA,CET,EUR,649672.72,28438,Paris,Consumer Cyclical,Travel Services,0.01611,-0.0915,-0.005,-0.04586,-0.01433,none,,676.093,6.199,0.549,PAR,1.122576,97.04,1.563,5.597,,11.029126,2021-06-30,https://logo.clearbit.com/lagardere.com
913,25.5,FR0004027068,25.5,13/08/2021 14:33,25.2,Euronext Growth,LANSON-BCC,25.4,ALLAN,ALLAN.PA,CET,EUR,8189.6,322,Paris,Consumer Defensive,Beverages—Wineries & Distilleries,0.08736,0.02864,-0.128,0.060149997,,none,,,,,PAR,0.787317,,,39.702,-0.206,,2020-12-31,https://logo.clearbit.com/lanson-bcc.com
914,11.15,FR0013308582,11.14,13/08/2021 17:35,11,Euronext Growth,LARGO,11.01,ALLGO,ALLGO.PA,CET,EUR,16874.844,1524,Paris,Technology,Electronics & Computer Distribution,-0.18462999,-0.22770001,,-0.19288,-0.23323,none,,,,0.398,PAR,,-10.16,1.876,-0.657,,,No info,https://logo.clearbit.com/largo-france.fr
915,0.515,FR0000032278,0.51,13/08/2021 17:35,0.505,Euronext,LATECOERE,0.505,LAT,LAT.PA,CET,EUR,196307.915,385956,Paris,Industrials,Aerospace & Defense,-0.13834,-0.45819,-0.469,-0.18002,-0.08113,none,,690.466,0.819,0.91,PAR,2.357422,-4.023,0.556,0.382,,1.974074,2020-12-31,https://logo.clearbit.com/latecoere.aero
916,100.5,FR0006864484,100.5,13/08/2021 17:36,99.6,Euronext,LAURENT-PERRIER,99.6,LPE,LPE.PA,CET,EUR,51414.5,513,Paris,Consumer Defensive,Beverages—Wineries & Distilleries,0.23928,0.12937,-0.134,0.21114999,0.02701,none,,82.451,15.344,1.521,PAR,0.545098,18.832,4.506,73.516,0.387,21.514477,2021-03-31,https://logo.clearbit.com/finance-groupelp.com
917,0.63,NL0010545679,0.61,13/08/2021 17:29,0.61,Euronext,LAVIDE HOLDING,0.615,LVIDE,LVIDE.AS,CET,EUR,5938.355,9642,Amsterdam,Financial Services,Shell Companies,0.0,0.0,,0.0,-0.36117,none,,173.913,0.021,1.411,AMS,0.629691,,,0.008,,,2020-12-31,https://logo.clearbit.com/lavideholding.com
918,103,FR0013204336,103,13/08/2021 17:35,101.5,Euronext,LDC,102.5,LOUP,LOUP.PA,CET,EUR,129809.5,1270,Paris,Consumer Defensive,Packaged Foods,0.07906,0.031770002,-0.003,0.04295,0.04061,none,,30.426,34.272,0.999,PAR,0.365319,4.865,0.385,84.01,-0.051,,2021-02-28,https://logo.clearbit.com/ldc.fr
