,Unnamed: 0,Unnamed: 0.1,Sector,Industry,Name,Symbol,Volume,Market Cap,longName,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
5130,5130,5130,Finance,Finance Companies,Nuveen Minnesota Quality Municipal Income Fund ,NMS,1959,91251874.0,Nuveen Minnesota Quality Municipal Income Fund,0.0,0.0,,0.0,,none,,,,,NYQ,,,,,,,No info,https://logo.clearbit.com/nuveen.com
5131,5131,5131,Finance,Finance/Investors Services,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT,11911,142638090.0,Nuveen Massachusetts Quality Municipal Income Fund,0.0,0.96995,-0.041,0.80883,0.018029999,none,,52.019,0.302,7.836,NYQ,0.231229,,27.683000000000003,15.206,0.852,,2020-11-30,https://logo.clearbit.com/nuveen.com
5132,5132,5132,Health Care,Medical Specialities,NeuroOne Medical Technologies Corporation Common Stock,NMTC,21525,52958625.0,NeuroOne Medical Technologies Corporation,0.0,0.0,,-3.6345599,-0.67369,none,,3.042,0.7490000000000001,12.092,NCM,0.863296,-4.447,16.01,0.912,,,2021-06-30,https://logo.clearbit.com/n1mtc.com
5133,5133,5133,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),9 Meters Biopharma Inc. Common Stock,NMTR,1201075,263941087.0,"9 Meters Biopharma, Inc.",0.0,0.0,,0.0,-0.38327998,buy,1.7,0.326,0.251,9.534,NCM,-0.241268,-8.752,,,,,2021-06-30,https://logo.clearbit.com/9meters.com
5134,5134,5134,Finance,Finance/Investors Services,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,NMZ,236160,1381036978.0,Nuveen Municipal High Income Opportunity Fund,0.0,3.13238,0.217,0.8535299999999999,0.02299,none,,55.24800000000001,1.848,0.639,NYQ,0.352557,,23.607,13.22,,,2021-04-30,https://logo.clearbit.com/nuveen.com
5135,5135,5135,Transportation,Marine Transportation,Navios Maritime Acquisition Corporation Common stock,NNA,101958,35271695.0,Navios Maritime Acquisition Corporation,0.4466100000000001,0.05069,-0.259,0.24831,0.03361,hold,3.0,373.388,2.758,0.071,NYQ,1.972027,7.8820000000000014,3.52,19.337,,0.4722222,2021-03-31,https://logo.clearbit.com/navios-acquisition.com
5136,5136,5136,Finance,Finance: Consumer Services,NN Inc. Common Stock,NNBR,142195,250455249.0,"NN, Inc.",0.08345000400000001,0.32567,0.091,-0.021289999,-0.00599,buy,2.0,76.378,0.999,1.453,NMS,3.364673,14.711,1.228,5.4529999999999985,,9.545454,2021-03-31,https://logo.clearbit.com/nninc.com
5137,5137,5137,Technology,Electrical Products,Nano Dimension Ltd. American Depositary Shares,NNDM,16364360,1482508056.0,Nano Dimension Ltd.,0.0,0.0,0.155,-11.927879,-0.03457,buy,2.0,0.223,7.494,196.8,NCM,2.354491,9.525,-110.768,7.89,,-24.538847,2021-03-31,https://logo.clearbit.com/nano-di.com
5138,5138,5138,Finance,Finance: Consumer Services,Nelnet Inc. Common Stock,NNI,34039,3016512999.0,"Nelnet, Inc.",0.0,0.41247,0.7829999999999999,0.31003000000000003,0.02254,buy,2.0,682.2130000000002,3.744,57.522,NYQ,0.7094659999999999,,17.174,71.445,,12.887122,2021-03-31,https://logo.clearbit.com/nelnet.com
5139,5139,5139,Consumer Services,Real Estate Investment Trusts,National Retail Properties Common Stock,NNN,437667,8421748087.0,"National Retail Properties, Inc.",0.8944,0.36281,0.094,0.60264,0.03349,buy,2.2,77.758,1.421,13.103,NYQ,0.817643,19.202,17.174,22.456,0.578,28.175758,2021-06-30,https://logo.clearbit.com/nnnreit.com
5140,5140,5140,No info,,National Retail Properties Depositary Shares each representing a 1/100th interest in a share of 5.20% Series F Cumulative Redeemable Preferred Stock,NNN^F,15873,,National Retail Properties Depositary Shares each representing a 1/100th interest in a share of 5.20% Series F Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5141,5141,5141,Health Care,Medical Electronics,NANO-X IMAGING LTD Ordinary Shares,NNOX,924257,1300618886.0,Nano-X Imaging Ltd.,0.0,0.0,,0.0,,buy,2.0,0.679,4.607,11.988,NGM,,-26.562,,,,,2021-03-31,https://logo.clearbit.com/nanox.vision
5142,5142,5142,Health Care,Major Pharmaceuticals,NanoViricides Inc. Common Stock,NNVC,265777,43719000.0,"NanoViricides, Inc.",0.0,0.0,,0.0,-0.21561001,strong_buy,1.0,0.52,1.99,26.281,ASE,0.838043,-3.34,,2.772,,-8.622223,2021-03-31,https://logo.clearbit.com/nanoviricides.com
5143,5143,5143,Finance,Investment Managers,Nuveen New York Municipal Value Fund Common Stock,NNY,19330,155855758.0,Nuveen New York Municipal Value Fund,0.0,-0.053049996,-0.078,0.8530200000000001,0.018860001,hold,3.0,,0.025,9.54,NYQ,0.10597,,27.84,10.072,-0.394,,2021-02-28,https://logo.clearbit.com/nuveen.com
5144,5144,5144,Capital Goods,Engineering & Construction,North American Construction Group Ltd. Common Shares (no par),NOA,26873,394164096.0,North American Construction Group Ltd.,0.31514000000000003,0.105450004,-0.153,0.12687999,0.044410000000000005,buy,2.0,176.18,1.129,0.825,NYQ,1.480553,5.926,1.867,8.964,0.018000000000000002,30.765957,2021-03-31,https://logo.clearbit.com/nacg.ca
5145,5145,5145,Finance,Finance: Consumer Services,Natural Order Acquisition Corp. Common Stock,NOAC,313151,277437500.0,Natural Order Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.039,26.127,NCM,,,,,,,2021-06-30,https://logo.clearbit.com/natorac.com
5146,5146,5146,Finance,Finance: Consumer Services,Natural Order Acquisition Corp. Unit,NOACU,305181,0.0,Natural Order Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.039,26.127,NCM,,,,,,,2021-06-30,https://logo.clearbit.com/natorac.com
5147,5147,5147,Finance,Finance: Consumer Services,Natural Order Acquisition Corp. Warrant,NOACW,250910,0.0,Natural Order Acquisition Corp.,,,,,,,,,,,NCM,,,,,,,No info,
5148,5148,5148,Finance,Investment Managers,Noah Holdings Limited,NOAH,90382,2532736673.0,Noah Holdings Limited,0.41037998,-0.1342,0.203,0.38626,0.10002,buy,1.6,2.229,41.534,2.309,NYQ,1.379236,-0.092,-0.038,107.541,0.02,10.474619,2021-06-30,https://logo.clearbit.com/noahgroup.com
5149,5149,5149,Capital Goods,Industrial Machinery/Components,Northrop Grumman Corporation Common Stock,NOC,372111,58137216390.0,Northrop Grumman Corporation,0.1464,0.120950006,0.062,0.11255,0.062069997,buy,2.0,134.537,21.85,1.284,NYQ,0.8288040000000001,12.851,1.881,65.389,1.529,14.29414,2021-03-31,https://logo.clearbit.com/northropgrumman.com
5150,5150,5150,Finance,Property-Casualty Insurers,NI Holdings Inc. Common Stock,NODK,1279,408893168.0,"NI Holdings, Inc.",0.20936,0.16208,0.5329999999999999,0.21114999,0.07545,none,,,2.469,0.4320000000000001,NCM,0.242169,5.238,1.097,16.29,,,2021-03-31,https://logo.clearbit.com/niholdingsinc.com
5151,5151,5151,Energy,Oil & Gas Production,Northern Oil and Gas Inc. Common Stock,NOG,498474,1087869275.0,"Northern Oil and Gas, Inc.",-0.30729,0.0,0.21600000000000005,-0.71413004,-0.09179,buy,1.7,,0.045,0.625,ASE,2.7616970000000003,-18.287,5.619,-3.009,,4.946479,2021-03-31,https://logo.clearbit.com/northernoil.com
5152,5152,5152,Technology,Radio And Television Broadcasting And Communications Equipment,Nokia Corporation Sponsored American Depositary Shares,NOK,13784483,34451505720.0,Nokia Corporation,0.13727,-0.09743,0.033,0.09661999,0.034710000000000005,buy,2.4,44.974,1.604,1.325,NYQ,0.57435,8.607999999999999,1.182,2.431,,19.419031,2021-03-31,https://logo.clearbit.com/nokia.com
5153,5153,5153,Finance,Investment Managers,Nuveen Missouri Quality Municipal Income Fund ,NOM,1305,36991149.0,Nuveen Missouri Quality Municipal Income Fund,0.0,0.66256,-0.033,0.77694,0.0188,none,,55.786,0.224,2.782,NYQ,0.276931,,27.23,14.044,0.731,,2020-11-30,https://logo.clearbit.com/nuveen.com
5154,5154,5154,Consumer Non-Durables,Specialty Foods,Nomad Foods Limited Ordinary Shares,NOMD,754373,4881910826.0,Nomad Foods Limited,0.17894000000000002,0.08498,-0.005,0.16065,0.04287,buy,1.8,94.534,4.371,1.016,NYQ,0.645508,13.936,2.494,11.362,-0.182,13.415,2021-06-30,https://logo.clearbit.com/nomadfoods.com
5155,5155,5155,Health Care,Major Pharmaceuticals,Inotiv Inc. Common Stock,NOTV,50549,461223228.0,"Inotiv, Inc.",0.045479998,-0.06834,0.452,-0.016640000000000002,-0.0066500003,strong_buy,1.0,59.904,1.55,0.948,NCM,2.1065080000000003,128.78799999999998,5.858,,,,2021-06-30,https://logo.clearbit.com/inotivco.com
5156,5156,5156,Energy,Metal Fabrications,NOV Inc. Common Stock,NOV,4181695,5165108599.0,NOV Inc.,-0.01841,-0.10098,-0.053,-0.08387999,-0.02812,buy,2.3,46.08,4.024,1.859,NYQ,2.315502,-60.037,1.105,13.005999999999998,,62.19048000000001,2021-06-30,https://logo.clearbit.com/nov.com
5157,5157,5157,Public Utilities,Electric Utilities: Central,Sunnova Energy International Inc. Common Stock,NOVA,1532836,3809755215.0,Sunnova Energy International Inc.,0.19723,-1.2433698999999998,0.384,-0.22597,-0.007559999999999998,buy,1.7,155.941,1.348,0.991,NYQ,,184.6,36.408,7.461,,1785.5,2021-03-31,https://logo.clearbit.com/sunnova.com
5158,5158,5158,Health Care,Major Pharmaceuticals,Novan Inc. Common Stock,NOVN,1229765,155534237.0,"Novan, Inc.",0.0,0.0,-0.225,-5.2164598,-0.42253,buy,2.0,871.8839999999999,0.238,4.683,NCM,-0.0336,-7.536,37.517,0.02,,-70.38143000000002,2020-12-31,https://logo.clearbit.com/novan.com
5159,5159,5159,Technology,Electronic Components,Novanta Inc. Common Stock,NOVT,57249,5192753699.0,Novanta Inc.,0.16479999,0.07342,0.046,0.099870004,0.04404,hold,2.7,49.269,3.209,1.735,NMS,0.988586,47.405,7.812,13.456,-0.053,56.7803,2021-04-02,https://logo.clearbit.com/novanta.com
5160,5160,5160,No info,,Nova Vision Acquisition Corp. Unit,NOVVU,29953,0.0,Nova Vision Acquisition Corp. Unit,,,,,,,,,,,NCM,,,,,,,No info,
5161,5161,5161,Capital Goods,Auto Parts:O.E.M.,TrueShares Structured Outcome (November) ETF,NOVZ,2,,TrueShares Structured Outcome (November) ETF,,,,,,,,,,,BTS,,,,,,,No info,
5162,5162,5162,Technology,Computer Software: Prepackaged Software,ServiceNow Inc. Common Stock,NOW,638845,116449123000.0,"ServiceNow, Inc.",0.12245,0.03297,0.316,0.04542,0.01869,buy,1.7,63.786,15.06,0.963,NYQ,0.915008,193.157,23.652,15.380999999999998,0.439,94.254944,2021-06-30,https://logo.clearbit.com/servicenow.com
5163,5163,5163,Basic Industries,Paper,Neenah Inc. Common Stock,NP,68608,831831910.0,"Neenah, Inc.",0.12485,-0.00392,0.669,0.0829,0.044749998,buy,2.0,141.45600000000005,2.176,1.0659999999999998,NYQ,1.526627,11.639,1.453,21.471,,12.531402,2021-06-30,https://logo.clearbit.com/neenah.com
5164,5164,5164,Health Care,Medical Specialities,Neuropace Inc. Common Stock,NPCE,175428,499182804.0,"NeuroPace, Inc.",-0.2634,-0.62168,0.125,-0.27058000000000004,,buy,1.6,,1.257,3.584,NGM,,-69.104,18.202,,,,2021-03-31,https://logo.clearbit.com/neuropace.com
5165,5165,5165,No info,,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,NPCT,20095,0.0,Nuveen Core Plus Impact Fund,,,,,,,,,,,NYQ,,,,,,,No info,
5166,5166,5166,Consumer Non-Durables,Military/Government/Technical,National Presto Industries Inc. Common Stock,NPK,13607,635842778.0,"National Presto Industries, Inc.",0.16552999999999998,0.12968999,0.234,0.15725999999999998,0.09288,none,,0.948,16.659000000000002,3.208,NYQ,0.7293470000000001,9.869,1.634,48.34,0.094,,2021-04-04,https://logo.clearbit.com/gopresto.com
5167,5167,5167,Consumer Durables,Containers/Packaging,EnPro Industries Inc,NPO,43013,1818710043.0,"EnPro Industries, Inc.",0.1459,-0.0152199995,-0.012,0.07827,0.025409998,strong_buy,1.3,44.21,11.277,2.1830000000000003,NYQ,1.6375,14.755,2.153,52.48,-0.918,15.373865,2021-03-31,https://logo.clearbit.com/enproindustries.com
5168,5168,5168,Technology,Semiconductors,NeoPhotonics Corporation Common Stock,NPTN,389673,444619821.0,NeoPhotonics Corporation,-0.0332,-0.15014,-0.37,-0.11821,-0.06934,buy,2.3,30.33,1.863,2.041,NYQ,0.939214,-42.681,1.4169999999999998,3.326,,39.072,2021-06-30,https://logo.clearbit.com/neophotonics.com
5169,5169,5169,Finance,Investment Managers,Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV,14456,299782505.0,Nuveen Virginia Quality Municipal Income Fund,0.0,0.96711,-0.019,0.82348996,0.01881,hold,3.0,54.343,0.006999999999999999,0.278,NYQ,0.26768200000000003,,29.165,15.228,0.858,,2020-11-30,https://logo.clearbit.com/nuveen.com
5170,5170,5170,Finance,Trusts Except Educational Religious and Charitable,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,NQP,20120,573086618.0,Nuveen Pennsylvania Quality Municipal Income Fund,0.0,-0.0541,-0.063,0.83365,0.01863,none,,59.271,0.051,0.047,NYQ,0.20817600000000006,,26.437,15.675999999999998,-0.438,,2021-02-28,https://logo.clearbit.com/nuveen.com
5171,5171,5171,Energy,Metal Fabrications,Newpark Resources Inc. Common Stock,NR,884389,213625797.0,"Newpark Resources, Inc.",-0.029660001,-0.15750999999999998,-0.142,-0.1249,-0.046830002,buy,2.0,20.084,0.376,1.108,NYQ,3.821739,-28.667,0.85,5.374,,15.529412,2021-03-31,https://logo.clearbit.com/newpark.com
5172,5172,5172,Finance,Business Services,Noble Rock Acquisition Corporation Class A Ordinary Share,NRAC,602,292516875.0,Noble Rock Acquisition Corporation,0.0,0.0,,0.0,,none,,,0.043,,NCM,,,,,,,2021-06-30,https://logo.clearbit.com/noblerockacquisitioncorp.com
5173,5173,5173,Finance,Business Services,Noble Rock Acquisition Corporation Unit,NRACU,2598,0.0,Noble Rock Acquisition Corporation,0.0,0.0,,0.0,,none,,,0.043,,NCM,,,,,,,2021-06-30,https://logo.clearbit.com/noblerockacquisitioncorp.com
5174,5174,5174,Health Care,Major Pharmaceuticals,NeuroBo Pharmaceuticals Inc. Common Stock,NRBO,186238,78890642.0,"NeuroBo Pharmaceuticals, Inc.",0.0,0.0,,0.0,-0.53308,buy,2.0,0.677,0.588,13.808,NCM,,-5.336,,,,,2021-03-31,https://logo.clearbit.com/neurobopharma.com
5175,5175,5175,Health Care,Managed Health Care,National Research Corporation Common Stock (Delaware),NRC,12122,1328170869.0,National Research Corporation,0.37959,0.25754,0.047,0.32853000000000004,0.21083,hold,3.0,44.56,1.709,1.575,NMS,0.648369,22.584,8.572000000000001,2.881,-0.215,45.112156,2021-03-31,https://logo.clearbit.com/nrchealth.com
5176,5176,5176,Consumer Services,Real Estate Investment Trusts,NexPoint Real Estate Finance Inc. Common Stock,NREF,91873,128071244.0,"NexPoint Real Estate Finance, Inc.",0.0,0.33728,-0.268,0.85587,0.01212,strong_buy,1.3,1833.726,5.4529999999999985,33.326,NYQ,,,95.688,,0.218,,2021-06-30,https://logo.clearbit.com/nexpointfinance.com
5177,5177,5177,No info,,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,NREF^A,58,,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5178,5178,5178,Public Utilities,Electric Utilities: Central,NRG Energy Inc. Common Stock,NRG,1531286,10684510856.0,"NRG Energy, Inc.",0.11395001,0.02024,3.007,0.06093,0.03602,buy,2.3,652.274,2.047,0.611,NYQ,0.829347,11.166,1.272,6.2,,7.683219,2021-03-31,https://logo.clearbit.com/nrg.com
5179,5179,5179,Finance,Finance/Investors Services,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,NRGX,89039,523071362.0,PIMCO Energy and Tactical Credit Opportunities Fund,0.0,0.0,,0.0,,none,,,,,NYQ,,,,,,,No info,
5180,5180,5180,Finance,Savings Institutions,Northrim BanCorp Inc Common Stock,NRIM,4257,265717946.0,"Northrim BanCorp, Inc.",0.0,0.29679,0.838,0.38924,0.02179,none,,,33.787,,NMS,0.81576,,0.687,37.289,10.792,13.928573000000002,2021-03-31,https://logo.clearbit.com/northrim.com
5181,5181,5181,Health Care,Major Pharmaceuticals,Nurix Therapeutics Inc. Common stock,NRIX,158755,1367902896.0,"Nurix Therapeutics, Inc.",0.0,-2.76086,0.75,-3.85396,-0.19815001,buy,1.7,,6.834,6.401,NGM,,-13.435,50.209,,,,2021-02-28,https://logo.clearbit.com/nurixtx.com
5182,5182,5182,Finance,Trusts Except Educational Religious and Charitable,Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK,112183,1247464847.0,Nuveen New York AMT-Free Quality Municipal Income Fund,0.0,-0.056020003,-0.039,0.7522399999999999,0.01677,none,,60.03,,0.813,NYQ,0.175901,,26.868,14.837,-0.412,,2021-02-28,https://logo.clearbit.com/nuveen.com
5183,5183,5183,Finance,Finance/Investors Services,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,NRO,128073,241369841.0,Neuberger Berman Real Estate Securities Income Fund Inc.,0.0,8.5981,-0.13,0.73757005,0.01622,none,,25.803,0.021,0.8590000000000001,NYQ,1.228509,,33.655,3.891,,,2021-04-30,
5184,5184,5184,Energy,Coal Mining,Natural Resource Partners LP Limited Partnership,NRP,15809,265676592.0,Natural Resource Partners L.P.,0.69555,-0.71207,0.035,-0.47357,-0.038680002000000005,buy,2.0,122.098,7.835,1.742,NYQ,0.753804,8.815,6.131,16.213,-0.5489999999999999,7.2000003,2021-03-31,https://logo.clearbit.com/nrplp.com
5185,5185,5185,Energy,Oil & Gas Production,North European Oil Royality Trust Common Stock,NRT,46037,69848484.0,North European Oil Royalty Trust,0.0,0.8178,0.097,0.8178,1.3582801000000002,none,,,0.153,1.095,NYQ,1.4733690000000002,,17.851,0.013,0.15,,2021-04-30,https://logo.clearbit.com/neort.com
5186,5186,5186,No info,,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),NRUC,22323,0.0,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),,,,,,,,,,,NYQ,,,,,,,No info,
5187,5187,5187,Health Care,Major Pharmaceuticals,NRX Pharmaceuticals Inc. Common Stock,NRXP,963210,729259162.0,"NRx Pharmaceuticals, Inc.",0.0,0.0,,0.0,,none,,10.67,1.122,1.987,NGM,,-9.263,,,,,2021-03-31,https://logo.clearbit.com/neurorxpharma.com
5188,5188,5188,Finance,Business Services,NRX Pharmaceuticals Inc. Warrant,NRXPW,62553,0.0,"NRx Pharmaceuticals, Inc.",0.0,0.0,,0.0,,none,,10.67,1.122,1.987,NGM,,,,,,,2021-03-31,https://logo.clearbit.com/neurorxpharma.com
5189,5189,5189,Consumer Services,Real Estate Investment Trusts,New Residential Investment Corp. Common Stock,NRZ,2574069,4647136003.0,New Residential Investment Corp.,0.0,0.26697,0.395,0.40705,0.021389998,buy,1.7,473.557,2.319,0.234,NYQ,1.922538,,14.877,11.355,23.717,6.4093566,2021-06-30,https://logo.clearbit.com/newresi.com
5190,5190,5190,No info,,New Residential Investment Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NRZ^A,4428,,New Residential Investment Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5191,5191,5191,No info,,New Residential Investment Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NRZ^B,9781,,New Residential Investment Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5192,5192,5192,No info,,New Residential Investment Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NRZ^C,34206,,New Residential Investment Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5193,5193,5193,Transportation,Other Transportation,Nustar Energy L.P.  Common Units,NS,393851,1757996144.0,NuStar Energy L.P.,0.47107,-0.006259999699999999,-0.079,0.27436,0.043169998,hold,2.6,191.36900000000003,0.258,0.6679999999999999,NYQ,2.577717,9.972,4.698,4.045,,12.288889,2021-03-31,https://logo.clearbit.com/nustarenergy.com
5194,5194,5194,No info,,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^A,22212,,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,,,,,,,,,,,,,,,,No info,
5195,5195,5195,No info,,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,NS^B,32077,,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,,,,,,,,,,,,,,,,,No info,
5196,5196,5196,No info,,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^C,12440,,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,,,,,,,,,,,,,,,,No info,
5197,5197,5197,Consumer Services,Real Estate Investment Trusts,National Storage Affiliates Trust Common Shares of Beneficial Interest,NSA,632419,4931633712.0,National Storage Affiliates Trust,0.62608004,0.16641001,0.335,0.36498,0.03098,buy,2.2,126.611,0.253,0.664,NYQ,0.385691,25.49,15.959,11.527,1.756,43.803787,2021-06-30,https://logo.clearbit.com/nationalstorageaffiliates.com
